rank,baseline_score,risk_level,label,scenario_ids,process_name,image,command_line,parent_image,user,event_count,main_reasons,process_key,process_guid,process_id,parent_name,phase,first_seen,last_seen,unique_event_ids,event_id_1_process_create,event_id_3_network,event_id_5_process_terminate,event_id_7_image_load,event_id_11_file_create,event_id_12_registry_create,event_id_13_registry_set,event_id_14_registry_rename,event_id_22_dns,has_network_connection,network_connection_count,dns_query_count,file_creation_count,registry_event_count,destination_ip_count,external_destination_count,runs_from_temp,runs_from_user_profile,has_powershell,has_encoded_command,has_registry_run,has_scheduled_task,has_service_creation,has_startup_folder,is_lolbin,rare_parent_child,commandline_length_max,suspicious_keyword_count
108,4,informativo,background,,wevtutil.exe,C:\Windows\System32\wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-Sysmon/Operational",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,labwin\jjstestal,2,+4 palabras clave de interés forense,guid:{55857b6a-c237-6a44-3401-000000000c00},{55857b6a-c237-6a44-3401-000000000c00},11708,powershell.exe,fase4_suspicious_simulated,2026-07-01 09:31:03.136+02:00,2026-07-01 09:31:03.146+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,1
109,4,informativo,background,,wevtutil.exe,C:\Windows\System32\wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-PowerShell/Operational",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,labwin\jjstestal,2,+4 palabras clave de interés forense,guid:{55857b6a-c237-6a44-3501-000000000c00},{55857b6a-c237-6a44-3501-000000000c00},11772,powershell.exe,fase4_suspicious_simulated,2026-07-01 09:31:03.776+02:00,2026-07-01 09:31:03.783+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,1
110,4,informativo,normal,,wevtutil.exe,C:\Windows\System32\wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-Sysmon/Operational",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,labwin\jjstestal,2,+4 palabras clave de interés forense,guid:{55857b6a-e613-6a43-3904-000000000b00},{55857b6a-e613-6a43-3904-000000000b00},14280,powershell.exe,fase3_normal,2026-06-30 17:51:47.813+02:00,2026-06-30 17:51:47.827+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,1
111,4,informativo,normal,N3,searchfilterhost.exe,C:\Windows\System32\SearchFilterHost.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 1120 3004 1544 1096 {1295340B-BF50-4A88-BB2F-287E0B9B0016}",C:\Windows\System32\SearchIndexer.exe,NT AUTHORITY\SYSTEM,2,+4 palabras clave de interés forense,guid:{55857b6a-e626-6a43-3c04-000000000b00},{55857b6a-e626-6a43-3c04-000000000b00},5340,searchindexer.exe,fase3_normal,2026-06-30 17:52:06.427+02:00,2026-06-30 17:54:51.330+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1
112,4,informativo,normal,N3,searchfilterhost.exe,C:\Windows\System32\SearchFilterHost.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 1120 1612 1604 1096 {0E5DCEC5-7795-4E38-9621-94DFD9F9A421}",C:\Windows\System32\SearchIndexer.exe,NT AUTHORITY\SYSTEM,2,+4 palabras clave de interés forense,guid:{55857b6a-e626-6a43-3d04-000000000b00},{55857b6a-e626-6a43-3d04-000000000b00},10480,searchindexer.exe,fase3_normal,2026-06-30 17:52:06.471+02:00,2026-06-30 17:54:51.334+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1
113,4,informativo,normal,N3,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,NT AUTHORITY\Servicio de red,2,+4 palabras clave de interés forense,guid:{55857b6a-e6c8-6a43-4d04-000000000b00},{55857b6a-e6c8-6a43-4d04-000000000b00},13440,svchost.exe,fase3_normal,2026-06-30 17:54:48.925+02:00,2026-06-30 17:57:28.517+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
114,4,informativo,background,S2,svchost.exe,C:\WINDOWS\system32\svchost.exe,,,NT AUTHORITY\SYSTEM,1,+4 palabras clave de interés forense,guid:{55857b6a-c0f6-6a44-4500-000000000c00},{55857b6a-c0f6-6a44-4500-000000000c00},3452,,fase4_suspicious_simulated,2026-07-01 09:33:25.387+02:00,2026-07-01 09:33:25.387+02:00,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,0,informativo,background,S2;S5;S7,sysmon64.exe,C:\Windows\Sysmon64.exe,,,NT AUTHORITY\SYSTEM,30,,guid:{55857b6a-c0f6-6a44-4400-000000000c00},{55857b6a-c0f6-6a44-4400-000000000c00},3444,,fase4_suspicious_simulated,2026-07-01 09:33:29.657+02:00,2026-07-01 09:44:12.215+02:00,1,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,informativo,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s PushToInstall,-,NT AUTHORITY\SYSTEM,3,,guid:{55857b6a-c2c5-6a44-4401-000000000c00},{55857b6a-c2c5-6a44-4401-000000000c00},8004,-,fase4_suspicious_simulated,2026-07-01 09:33:25.367+02:00,2026-07-01 09:33:30.694+02:00,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
117,0,informativo,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BITS,-,NT AUTHORITY\SYSTEM,3,,guid:{55857b6a-c2c5-6a44-4b01-000000000c00},{55857b6a-c2c5-6a44-4b01-000000000c00},13360,-,fase4_suspicious_simulated,2026-07-01 09:33:25.845+02:00,2026-07-01 09:35:30.071+02:00,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
118,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,NT AUTHORITY\SYSTEM,3,,guid:{55857b6a-c303-6a44-6301-000000000c00},{55857b6a-c303-6a44-6301-000000000c00},2964,-,fase4_suspicious_simulated,2026-07-01 09:34:27.946+02:00,2026-07-01 09:34:30.326+02:00,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
119,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,NT AUTHORITY\SYSTEM,3,,guid:{55857b6a-c47d-6a44-9a01-000000000c00},{55857b6a-c47d-6a44-9a01-000000000c00},14608,-,fase4_suspicious_simulated,2026-07-01 09:40:45.571+02:00,2026-07-01 09:40:48.121+02:00,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
120,0,informativo,background,S2,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,labwin\jjstestal,2,,guid:{55857b6a-c2c5-6a44-4601-000000000c00},{55857b6a-c2c5-6a44-4601-000000000c00},13548,-,fase4_suspicious_simulated,2026-07-01 09:33:25.428+02:00,2026-07-01 09:33:25.939+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
121,0,informativo,background,S2,backgroundtaskhost.exe,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",-,labwin\jjstestal,2,,guid:{55857b6a-c2c5-6a44-4801-000000000c00},{55857b6a-c2c5-6a44-4801-000000000c00},13448,-,fase4_suspicious_simulated,2026-07-01 09:33:25.602+02:00,2026-07-01 09:33:25.681+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
122,0,informativo,background,S2,runtimebroker.exe,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,-,labwin\jjstestal,2,,guid:{55857b6a-c2c5-6a44-4901-000000000c00},{55857b6a-c2c5-6a44-4901-000000000c00},13452,-,fase4_suspicious_simulated,2026-07-01 09:33:25.645+02:00,2026-07-01 09:34:10.704+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
123,0,informativo,background,S2,mousocoreworker.exe,C:\Windows\UUS\amd64\MoUsoCoreWorker.exe,"""C:\WINDOWS\uus\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",C:\Windows\System32\svchost.exe,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c2c5-6a44-4a01-000000000c00},{55857b6a-c2c5-6a44-4a01-000000000c00},13256,svchost.exe,fase4_suspicious_simulated,2026-07-01 09:33:25.763+02:00,2026-07-01 09:35:27.232+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
124,0,informativo,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c2c5-6a44-4c01-000000000c00},{55857b6a-c2c5-6a44-4c01-000000000c00},12868,-,fase4_suspicious_simulated,2026-07-01 09:33:25.870+02:00,2026-07-01 09:34:26.061+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
125,0,informativo,background,S2,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,NT AUTHORITY\Servicio de red,2,,guid:{55857b6a-c2c5-6a44-4d01-000000000c00},{55857b6a-c2c5-6a44-4d01-000000000c00},13992,-,fase4_suspicious_simulated,2026-07-01 09:33:25.938+02:00,2026-07-01 09:34:03.289+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
126,0,informativo,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup -s WbioSrvc,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c2c6-6a44-4f01-000000000c00},{55857b6a-c2c6-6a44-4f01-000000000c00},7968,-,fase4_suspicious_simulated,2026-07-01 09:33:26.325+02:00,2026-07-01 09:36:44.772+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
127,0,informativo,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c2c6-6a44-5001-000000000c00},{55857b6a-c2c6-6a44-5001-000000000c00},5724,-,fase4_suspicious_simulated,2026-07-01 09:33:26.372+02:00,2026-07-01 09:36:26.379+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
128,0,informativo,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p,-,NT AUTHORITY\SERVICIO LOCAL,2,,guid:{55857b6a-c2c6-6a44-5101-000000000c00},{55857b6a-c2c6-6a44-5101-000000000c00},9988,-,fase4_suspicious_simulated,2026-07-01 09:33:26.419+02:00,2026-07-01 09:41:26.395+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0
129,0,informativo,background,S2,trustedinstaller.exe,C:\Windows\servicing\TrustedInstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c2c8-6a44-5501-000000000c00},{55857b6a-c2c8-6a44-5501-000000000c00},11624,-,fase4_suspicious_simulated,2026-07-01 09:33:28.600+02:00,2026-07-01 09:35:31.097+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
130,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c2ce-6a44-5b01-000000000c00},{55857b6a-c2ce-6a44-5b01-000000000c00},6760,-,fase4_suspicious_simulated,2026-07-01 09:33:34.454+02:00,2026-07-01 09:33:34.466+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
131,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c302-6a44-6101-000000000c00},{55857b6a-c302-6a44-6101-000000000c00},9012,-,fase4_suspicious_simulated,2026-07-01 09:34:26.131+02:00,2026-07-01 09:35:26.329+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
132,0,informativo,background,,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,NT AUTHORITY\Servicio de red,2,,guid:{55857b6a-c304-6a44-6401-000000000c00},{55857b6a-c304-6a44-6401-000000000c00},12408,-,fase4_suspicious_simulated,2026-07-01 09:34:28.241+02:00,2026-07-01 09:34:58.552+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
133,0,informativo,background,,conhost.exe,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c354-6a44-6a01-000000000c00},{55857b6a-c354-6a44-6a01-000000000c00},4376,mpcmdrun.exe,fase4_suspicious_simulated,2026-07-01 09:35:48.888+02:00,2026-07-01 09:36:05.093+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
134,0,informativo,background,,conhost.exe,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c354-6a44-6c01-000000000c00},{55857b6a-c354-6a44-6c01-000000000c00},15784,mpcmdrun.exe,fase4_suspicious_simulated,2026-07-01 09:35:48.932+02:00,2026-07-01 09:36:05.078+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
135,0,informativo,background,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,NT AUTHORITY\Servicio de red,2,,guid:{55857b6a-c354-6a44-6d01-000000000c00},{55857b6a-c354-6a44-6d01-000000000c00},5700,-,fase4_suspicious_simulated,2026-07-01 09:35:48.986+02:00,2026-07-01 09:37:07.061+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
136,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c35a-6a44-6e01-000000000c00},{55857b6a-c35a-6a44-6e01-000000000c00},3932,-,fase4_suspicious_simulated,2026-07-01 09:35:54.005+02:00,2026-07-01 09:35:54.141+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
137,0,informativo,background,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,NT AUTHORITY\SERVICIO LOCAL,2,,guid:{55857b6a-c35e-6a44-7701-000000000c00},{55857b6a-c35e-6a44-7701-000000000c00},15344,-,fase4_suspicious_simulated,2026-07-01 09:35:58.997+02:00,2026-07-01 09:38:37.082+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
138,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c35f-6a44-7801-000000000c00},{55857b6a-c35f-6a44-7801-000000000c00},11168,-,fase4_suspicious_simulated,2026-07-01 09:35:59.055+02:00,2026-07-01 09:38:02.017+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
139,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,-,labwin\jjstestal,2,,guid:{55857b6a-c37b-6a44-7d01-000000000c00},{55857b6a-c37b-6a44-7d01-000000000c00},10080,-,fase4_suspicious_simulated,2026-07-01 09:36:27.032+02:00,2026-07-01 09:36:27.140+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
140,0,informativo,background,,searchfilterhost.exe,C:\Windows\System32\SearchFilterHost.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 1000 2744 2672 980 {1295340B-BF50-4A88-BB2F-287E0B9B0016}",C:\Windows\System32\SearchIndexer.exe,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c3a3-6a44-7f01-000000000c00},{55857b6a-c3a3-6a44-7f01-000000000c00},10716,searchindexer.exe,fase4_suspicious_simulated,2026-07-01 09:37:07.246+02:00,2026-07-01 09:43:49.145+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
141,0,informativo,background,,searchfilterhost.exe,C:\Windows\System32\SearchFilterHost.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 1000 2840 2624 980 {0E5DCEC5-7795-4E38-9621-94DFD9F9A421}",C:\Windows\System32\SearchIndexer.exe,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c3a3-6a44-8001-000000000c00},{55857b6a-c3a3-6a44-8001-000000000c00},1524,searchindexer.exe,fase4_suspicious_simulated,2026-07-01 09:37:07.285+02:00,2026-07-01 09:43:49.149+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
142,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c3f3-6a44-8601-000000000c00},{55857b6a-c3f3-6a44-8601-000000000c00},3252,-,fase4_suspicious_simulated,2026-07-01 09:38:27.427+02:00,2026-07-01 09:38:28.434+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
143,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,-,labwin\jjstestal,2,,guid:{55857b6a-c413-6a44-8c01-000000000c00},{55857b6a-c413-6a44-8c01-000000000c00},11948,-,fase4_suspicious_simulated,2026-07-01 09:38:59.806+02:00,2026-07-01 09:38:59.905+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
144,0,informativo,background,,usoclient.exe,C:\Windows\System32\UsoClient.exe,"""C:\WINDOWS\system32\usoclient.exe"" StartWork",-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c47a-6a44-9101-000000000c00},{55857b6a-c47a-6a44-9101-000000000c00},6956,-,fase4_suspicious_simulated,2026-07-01 09:40:42.220+02:00,2026-07-01 09:40:42.329+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
145,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c47a-6a44-9301-000000000c00},{55857b6a-c47a-6a44-9301-000000000c00},12624,-,fase4_suspicious_simulated,2026-07-01 09:40:42.316+02:00,2026-07-01 09:41:45.628+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
146,0,informativo,background,,backgroundtaskhost.exe,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",-,labwin\jjstestal,2,,guid:{55857b6a-c47a-6a44-9401-000000000c00},{55857b6a-c47a-6a44-9401-000000000c00},14820,-,fase4_suspicious_simulated,2026-07-01 09:40:42.427+02:00,2026-07-01 09:44:07.545+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
147,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe -RegisterUserDevice -NewAccount,-,labwin\jjstestal,2,,guid:{55857b6a-c47d-6a44-9601-000000000c00},{55857b6a-c47d-6a44-9601-000000000c00},4196,-,fase4_suspicious_simulated,2026-07-01 09:40:45.100+02:00,2026-07-01 09:40:45.372+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
148,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe -RegisterDevice -AccountChange,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c47d-6a44-9701-000000000c00},{55857b6a-c47d-6a44-9701-000000000c00},4280,-,fase4_suspicious_simulated,2026-07-01 09:40:45.119+02:00,2026-07-01 09:40:45.136+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
149,0,informativo,background,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,NT AUTHORITY\Servicio de red,2,,guid:{55857b6a-c47d-6a44-9801-000000000c00},{55857b6a-c47d-6a44-9801-000000000c00},12480,-,fase4_suspicious_simulated,2026-07-01 09:40:45.208+02:00,2026-07-01 09:43:28.846+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
150,0,informativo,background,,usoclient.exe,C:\Windows\System32\UsoClient.exe,"""C:\WINDOWS\system32\usoclient.exe"" StartWork",-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c47d-6a44-9901-000000000c00},{55857b6a-c47d-6a44-9901-000000000c00},656,-,fase4_suspicious_simulated,2026-07-01 09:40:45.401+02:00,2026-07-01 09:40:45.416+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
151,0,informativo,background,,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,NT AUTHORITY\Servicio de red,2,,guid:{55857b6a-c47d-6a44-9b01-000000000c00},{55857b6a-c47d-6a44-9b01-000000000c00},12432,-,fase4_suspicious_simulated,2026-07-01 09:40:45.736+02:00,2026-07-01 09:41:17.608+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
152,0,informativo,background,,trustedinstaller.exe,C:\Windows\servicing\TrustedInstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c47e-6a44-9c01-000000000c00},{55857b6a-c47e-6a44-9c01-000000000c00},4240,-,fase4_suspicious_simulated,2026-07-01 09:40:46.058+02:00,2026-07-01 09:42:47.702+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
153,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,-,labwin\jjstestal,2,,guid:{55857b6a-c480-6a44-9e01-000000000c00},{55857b6a-c480-6a44-9e01-000000000c00},5660,-,fase4_suspicious_simulated,2026-07-01 09:40:48.482+02:00,2026-07-01 09:40:48.563+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
154,0,informativo,background,S7,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,NT AUTHORITY\SERVICIO LOCAL,2,,guid:{55857b6a-c4c8-6a44-a001-000000000c00},{55857b6a-c4c8-6a44-a001-000000000c00},14116,-,fase4_suspicious_simulated,2026-07-01 09:42:00.582+02:00,2026-07-01 09:43:28.846+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
155,0,informativo,background,S7,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,-,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-c4c8-6a44-a101-000000000c00},{55857b6a-c4c8-6a44-a101-000000000c00},4000,-,fase4_suspicious_simulated,2026-07-01 09:42:00.659+02:00,2026-07-01 09:43:03.603+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
156,0,informativo,normal,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,C:\Windows\System32\services.exe,labwin\jjstestal,2,,guid:{55857b6a-e620-6a43-3a04-000000000b00},{55857b6a-e620-6a43-3a04-000000000b00},10732,services.exe,fase3_normal,2026-06-30 17:52:00.369+02:00,2026-06-30 17:52:00.475+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
157,0,informativo,normal,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,C:\Windows\System32\services.exe,labwin\jjstestal,2,,guid:{55857b6a-e628-6a43-3e04-000000000b00},{55857b6a-e628-6a43-3e04-000000000b00},7700,services.exe,fase3_normal,2026-06-30 17:52:08.009+02:00,2026-06-30 17:52:08.081+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
