ml_rank,ml_anomaly_score,ml_decision_function,label,scenario_ids,process_name,image,command_line,parent_image,event_count,has_encoded_command,has_registry_run,has_scheduled_task,has_service_creation,has_startup_folder,runs_from_temp,has_network_connection,external_destination_count,suspicious_keyword_count,process_key,process_guid,process_id,user,parent_name,phase,first_seen,last_seen,unique_event_ids,event_id_1_process_create,event_id_3_network,event_id_5_process_terminate,event_id_7_image_load,event_id_11_file_create,event_id_12_registry_create,event_id_13_registry_set,event_id_14_registry_rename,event_id_22_dns,network_connection_count,dns_query_count,file_creation_count,registry_event_count,destination_ip_count,runs_from_user_profile,has_powershell,is_lolbin,rare_parent_child,commandline_length_max
81,-0.13965242188576954,0.13965242188576954,background,S2,devicecensus.exe,C:\Windows\System32\DeviceCensus.exe,"""C:\WINDOWS\system32\devicecensus.exe"" SystemCxt",-,4,0,0,0,0,0,0,0,0,1,guid:{55857b6a-c2c5-6a44-3c01-000000000c00},{55857b6a-c2c5-6a44-3c01-000000000c00},5840,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:25.325+02:00,2026-07-01 09:33:27.243+02:00,3,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,48
82,-0.14509474313059367,0.14509474313059367,background,,sihost.exe,C:\WINDOWS\system32\sihost.exe,,,2,0,1,0,0,0,0,0,0,1,guid:{55857b6a-c0f8-6a44-6700-000000000c00},{55857b6a-c0f8-6a44-6700-000000000c00},5012,labwin\jjstestal,,fase4_suspicious_simulated,2026-07-01 09:33:52.284+02:00,2026-07-01 09:35:26.564+02:00,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
83,-0.14762157923377017,0.14762157923377017,normal,N1;N2,runtimebroker.exe,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,C:\Windows\System32\svchost.exe,3,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e684-6a43-4504-000000000b00},{55857b6a-e684-6a43-4504-000000000b00},7300,labwin\jjstestal,svchost.exe,fase3_normal,2026-06-30 17:53:40.584+02:00,2026-06-30 17:54:27.157+02:00,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,48
84,-0.14767788526921855,0.14767788526921855,background,,applicationframehost.exe,C:\Windows\System32\ApplicationFrameHost.exe,C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding,-,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c301-6a44-5f01-000000000c00},{55857b6a-c301-6a44-5f01-000000000c00},15868,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:34:25.545+02:00,2026-07-01 09:34:25.545+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55
85,-0.1494056306117721,0.1494056306117721,background,,wuaucltcore.exe,C:\Windows\UUS\amd64\wuaucltcore.exe,"""C:\WINDOWS\uus\AMD64\wuaucltcore.exe"" /DeploymentHandlerFullPath \\?\C:\Windows\UUS\AMD64\UpdateDeploy.dll /ClassId 6b314780-593e-4fc5-a9fb-c9e58d857c42 /RunHandlerComServer",C:\Windows\System32\svchost.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35f-6a44-7901-000000000c00},{55857b6a-c35f-6a44-7901-000000000c00},11528,NT AUTHORITY\SYSTEM,svchost.exe,fase4_suspicious_simulated,2026-07-01 09:35:59.729+02:00,2026-07-01 09:36:05.068+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174
86,-0.15002048687520841,0.15002048687520841,background,,plugin_host-3.8.exe,C:\Program Files\Sublime Text\plugin_host-3.8.exe,"""/C/Program Files/Sublime Text/plugin_host-3.8.exe"" 5380 ""/C/Program Files/Sublime Text/sublime_text.exe"" \\.\pipe\crashpad_5380_WSDLNIRFOUSNKTFP false ""/C/Users/jjstestal/AppData/Roaming/Sublime Text"" ""/C/Users/jjstestal/AppData/Local/Sublime Text"" ""/C/Program Files/Sublime Text/Packages""",C:\Program Files\Sublime Text\sublime_text.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35d-6a44-7601-000000000c00},{55857b6a-c35d-6a44-7601-000000000c00},9108,labwin\jjstestal,sublime_text.exe,fase4_suspicious_simulated,2026-07-01 09:35:57.951+02:00,2026-07-01 09:37:39.671+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
87,-0.15070857987074754,0.15070857987074754,background,,crash_handler.exe,C:\Program Files\Sublime Text\crash_handler.exe,"""C:\Program Files\Sublime Text\crash_handler.exe"" --no-rate-limit ""--database=C:\Users\jjstestal\AppData\Local\Sublime Text\Crash Reports"" ""--metrics-dir=C:\Users\jjstestal\AppData\Local\Sublime Text\Crash Reports"" --url=https://crash-server.sublimehq.com/api/upload --annotation=hash=9153973254676204383 --annotation=ident=sublime_text_4200 --initial-client-data=0x324,0x328,0x32c,0x300,0x330,0x7ff7837f4738,0x7ff7837f4744,0x7ff7837f4750",C:\Program Files\Sublime Text\sublime_text.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-c35d-6a44-7401-000000000c00},{55857b6a-c35d-6a44-7401-000000000c00},16156,labwin\jjstestal,sublime_text.exe,fase4_suspicious_simulated,2026-07-01 09:35:57.668+02:00,2026-07-01 09:37:39.741+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,438
88,-0.1525506563608024,0.1525506563608024,background,,plugin_host-3.3.exe,C:\Program Files\Sublime Text\plugin_host-3.3.exe,"""/C/Program Files/Sublime Text/plugin_host-3.3.exe"" 5380 ""/C/Program Files/Sublime Text/sublime_text.exe"" \\.\pipe\crashpad_5380_WSDLNIRFOUSNKTFP ""/C/Users/jjstestal/AppData/Roaming/Sublime Text"" ""/C/Users/jjstestal/AppData/Local/Sublime Text"" ""/C/Program Files/Sublime Text/Packages""",C:\Program Files\Sublime Text\sublime_text.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35d-6a44-7501-000000000c00},{55857b6a-c35d-6a44-7501-000000000c00},7268,labwin\jjstestal,sublime_text.exe,fase4_suspicious_simulated,2026-07-01 09:35:57.949+02:00,2026-07-01 09:37:39.670+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
89,-0.15266624439370963,0.15266624439370963,background,S2,sc.exe,C:\Windows\System32\sc.exe,"""C:\WINDOWS\system32\sc.exe"" start pushtoinstall registration",-,2,0,0,0,1,0,0,0,0,1,guid:{55857b6a-c2c5-6a44-3f01-000000000c00},{55857b6a-c2c5-6a44-3f01-000000000c00},6056,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:25.333+02:00,2026-07-01 09:33:25.382+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,61
90,-0.16018213465376357,0.16018213465376357,background,S1;S2,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,3,0,0,0,0,0,0,0,0,1,guid:{55857b6a-c294-6a44-3701-000000000c00},{55857b6a-c294-6a44-3701-000000000c00},4544,NT AUTHORITY\Servicio de red,-,fase4_suspicious_simulated,2026-07-01 09:32:36.997+02:00,2026-07-01 09:34:55.969+02:00,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,57
91,-0.16148386455727132,0.16148386455727132,background,S2,audiodg.exe,C:\Windows\System32\audiodg.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c0f6-6a44-3800-000000000c00},{55857b6a-c0f6-6a44-3800-000000000c00},2940,NT AUTHORITY\SERVICIO LOCAL,,fase4_suspicious_simulated,2026-07-01 09:33:27.037+02:00,2026-07-01 09:33:27.037+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,-0.1658244697684615,0.1658244697684615,normal,N3,cmd.exe,C:\Windows\System32\cmd.exe,"""C:\WINDOWS\system32\cmd.exe"" /c ipconfig /all",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e6c8-6a43-4904-000000000b00},{55857b6a-e6c8-6a43-4904-000000000b00},4268,labwin\jjstestal,powershell.exe,fase3_normal,2026-06-30 17:54:48.850+02:00,2026-06-30 17:54:48.876+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,46
93,-0.16760956682187939,0.16760956682187939,normal,N3,cmd.exe,C:\Windows\System32\cmd.exe,"""C:\WINDOWS\system32\cmd.exe"" /c whoami",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e6c8-6a43-4704-000000000b00},{55857b6a-e6c8-6a43-4704-000000000b00},12380,labwin\jjstestal,powershell.exe,fase3_normal,2026-06-30 17:54:48.808+02:00,2026-06-30 17:54:48.833+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,39
94,-0.17035792271141748,0.17035792271141748,normal,N3,cmd.exe,C:\Windows\System32\cmd.exe,"""C:\WINDOWS\system32\cmd.exe"" /c tasklist",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e6c8-6a43-4b04-000000000b00},{55857b6a-e6c8-6a43-4b04-000000000b00},3680,labwin\jjstestal,powershell.exe,fase3_normal,2026-06-30 17:54:48.891+02:00,2026-06-30 17:54:49.014+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,41
95,-0.17069199603581398,0.17069199603581398,background,,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c547-6a44-a301-000000000c00},{55857b6a-c547-6a44-a301-000000000c00},14848,NT AUTHORITY\Servicio de red,-,fase4_suspicious_simulated,2026-07-01 09:44:07.868+02:00,2026-07-01 09:44:07.868+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
96,-0.1713207147212536,0.1713207147212536,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs,-,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c303-6a44-6201-000000000c00},{55857b6a-c303-6a44-6201-000000000c00},14380,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:34:27.043+02:00,2026-07-01 09:34:27.043+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
97,-0.1713207147212536,0.1713207147212536,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,-,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35a-6a44-7101-000000000c00},{55857b6a-c35a-6a44-7101-000000000c00},10548,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:35:54.099+02:00,2026-07-01 09:35:54.099+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
98,-0.17154344839485852,0.17154344839485852,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k WuqiSvcGroup -p -s wuqisvc,-,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c7-6a44-5401-000000000c00},{55857b6a-c2c7-6a44-5401-000000000c00},15628,NT AUTHORITY\SERVICIO LOCAL,-,fase4_suspicious_simulated,2026-07-01 09:33:27.515+02:00,2026-07-01 09:33:27.515+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
99,-0.17154344839485852,0.17154344839485852,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s SstpSvc,-,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c302-6a44-6001-000000000c00},{55857b6a-c302-6a44-6001-000000000c00},16188,NT AUTHORITY\SERVICIO LOCAL,-,fase4_suspicious_simulated,2026-07-01 09:34:26.012+02:00,2026-07-01 09:34:26.012+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
100,-0.1715665163133137,0.1715665163133137,background,,runtimebroker.exe,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,-,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47a-6a44-9501-000000000c00},{55857b6a-c47a-6a44-9501-000000000c00},15280,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:40:42.469+02:00,2026-07-01 09:40:42.469+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
101,-0.17378342972486682,0.17378342972486682,normal,N1,explorer.exe,C:\Windows\explorer.exe,"""C:\WINDOWS\explorer.exe"" ",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e689-6a43-4604-000000000b00},{55857b6a-e689-6a43-4604-000000000b00},10752,labwin\jjstestal,powershell.exe,fase3_normal,2026-06-30 17:53:45.217+02:00,2026-06-30 17:53:45.273+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26
102,-0.1752916513271146,0.1752916513271146,normal,N1,notepad.exe,C:\Program Files\WindowsApps\microsoft.windowsnotepad_11.2510.14.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe,"""C:\WINDOWS\system32\notepad.exe"" ",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e67f-6a43-4004-000000000b00},{55857b6a-e67f-6a43-4004-000000000b00},4072,labwin\jjstestal,powershell.exe,fase3_normal,2026-06-30 17:53:35.111+02:00,2026-06-30 17:53:38.910+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34
103,-0.17552925329620556,0.17552925329620556,background,S2,monotificationux.exe,C:\Windows\UUS\amd64\MoNotificationUx.exe,C:\WINDOWS\uus\AMD64\MoNotificationUx.exe /ClearActiveNotifications /CV XieKT2R3lUGGuSGJ.1.0.0,C:\Windows\UUS\amd64\MoUsoCoreWorker.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c6-6a44-4e01-000000000c00},{55857b6a-c2c6-6a44-4e01-000000000c00},13144,labwin\jjstestal,mousocoreworker.exe,fase4_suspicious_simulated,2026-07-01 09:33:26.063+02:00,2026-07-01 09:33:26.110+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,94
104,-0.1780091029951642,0.1780091029951642,background,,am_delta_patch_1.453.359.0.exe,C:\Windows\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.453.359.0.exe,"""C:\WINDOWS\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.453.359.0.exe"" WD /q",C:\Windows\UUS\amd64\wuaucltcore.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35f-6a44-7a01-000000000c00},{55857b6a-c35f-6a44-7a01-000000000c00},1356,NT AUTHORITY\SYSTEM,wuaucltcore.exe,fase4_suspicious_simulated,2026-07-01 09:35:59.769+02:00,2026-07-01 09:36:05.056+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87
105,-0.17830305235525318,0.17830305235525318,normal,N1,calc.exe,C:\Windows\System32\calc.exe,"""C:\WINDOWS\system32\calc.exe"" ",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e684-6a43-4204-000000000b00},{55857b6a-e684-6a43-4204-000000000b00},1504,labwin\jjstestal,powershell.exe,fase3_normal,2026-06-30 17:53:40.173+02:00,2026-06-30 17:53:40.467+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31
106,-0.17872204772068795,0.17872204772068795,background,,dllhost.exe,C:\Windows\System32\dllhost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c3a8-6a44-8201-000000000c00},{55857b6a-c3a8-6a44-8201-000000000c00},6756,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:37:12.947+02:00,2026-07-01 09:37:18.001+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81
107,-0.17872204772068795,0.17872204772068795,normal,N1,dllhost.exe,C:\Windows\System32\dllhost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},C:\Windows\System32\svchost.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e684-6a43-4404-000000000b00},{55857b6a-e684-6a43-4404-000000000b00},2128,labwin\jjstestal,svchost.exe,fase3_normal,2026-06-30 17:53:40.294+02:00,2026-06-30 17:53:51.105+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81
108,-0.17916271266654799,0.17916271266654799,background,S2,microsoft.data.usageandqualityinsights.maintenancetask.exe,C:\Windows\System32\Microsoft.Data.UsageAndQualityInsights.MaintenanceTask.exe,"""C:\WINDOWS\System32\Microsoft.Data.UsageAndQualityInsights.MaintenanceTask.exe""",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-3e01-000000000c00},{55857b6a-c2c5-6a44-3e01-000000000c00},6052,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:25.328+02:00,2026-07-01 09:33:25.340+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80
109,-0.18160746164084984,0.18160746164084984,background,,wevtutil.exe,C:\Windows\System32\wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-PowerShell/Operational",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-c237-6a44-3501-000000000c00},{55857b6a-c237-6a44-3501-000000000c00},11772,labwin\jjstestal,powershell.exe,fase4_suspicious_simulated,2026-07-01 09:31:03.776+02:00,2026-07-01 09:31:03.783+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78
110,-0.18208241961884414,0.18208241961884414,background,S2,uieorchestratorstub.exe,C:\Windows\System32\UIEOrchestratorStub.exe,"""C:\WINDOWS\system32\UIEOrchestratorStub.exe"" /SendHeartbeat",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-3b01-000000000c00},{55857b6a-c2c5-6a44-3b01-000000000c00},7612,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:25.323+02:00,2026-07-01 09:33:25.964+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
111,-0.18220127515934548,0.18220127515934548,background,,svchost.exe,C:\Windows\System32\svchost.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c0f5-6a44-1400-000000000c00},{55857b6a-c0f5-6a44-1400-000000000c00},1304,NT AUTHORITY\SYSTEM,,fase4_suspicious_simulated,2026-07-01 09:35:42.460+02:00,2026-07-01 09:35:42.460+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,-0.18220127515934548,0.18220127515934548,background,,svchost.exe,C:\Windows\System32\svchost.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c0fe-6a44-9f00-000000000c00},{55857b6a-c0fe-6a44-9f00-000000000c00},5024,NT AUTHORITY\SYSTEM,,fase4_suspicious_simulated,2026-07-01 09:32:08.085+02:00,2026-07-01 09:32:08.085+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,-0.18220127515934548,0.18220127515934548,background,,smartscreen.exe,C:\Windows\System32\smartscreen.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c101-6a44-a500-000000000c00},{55857b6a-c101-6a44-a500-000000000c00},8656,labwin\jjstestal,,fase4_suspicious_simulated,2026-07-01 09:43:37.879+02:00,2026-07-01 09:43:37.879+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,-0.18220127515934548,0.18220127515934548,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c135-6a44-e600-000000000c00},{55857b6a-c135-6a44-e600-000000000c00},15716,labwin\jjstestal,,fase4_suspicious_simulated,2026-07-01 09:40:45.405+02:00,2026-07-01 09:40:45.405+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,-0.18220127515934548,0.18220127515934548,normal,N5,smartscreen.exe,C:\Windows\System32\smartscreen.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e498-6a43-0904-000000000b00},{55857b6a-e498-6a43-0904-000000000b00},636,labwin\jjstestal,,fase3_normal,2026-06-30 17:55:30.571+02:00,2026-06-30 17:55:30.571+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,-0.18220127515934548,0.18220127515934548,normal,,svchost.exe,C:\Windows\System32\svchost.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e4c6-6a43-1204-000000000b00},{55857b6a-e4c6-6a43-1204-000000000b00},13796,NT AUTHORITY\SYSTEM,,fase3_normal,2026-06-30 17:57:14.903+02:00,2026-06-30 17:57:14.903+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,-0.18220127515934548,0.18220127515934548,normal,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e599-6a43-2f04-000000000b00},{55857b6a-e599-6a43-2f04-000000000b00},7460,NT AUTHORITY\SERVICIO LOCAL,,fase3_normal,2026-06-30 17:52:27.291+02:00,2026-06-30 17:52:27.291+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,-0.18220127515934548,0.18220127515934548,normal,,svchost.exe,C:\Windows\System32\svchost.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e599-6a43-3004-000000000b00},{55857b6a-e599-6a43-3004-000000000b00},14116,NT AUTHORITY\SYSTEM,,fase3_normal,2026-06-30 17:51:48.210+02:00,2026-06-30 17:51:48.210+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,-0.18220127515934548,0.18220127515934548,normal,,svchost.exe,C:\Windows\System32\svchost.exe,,,1,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e5bc-6a43-3404-000000000b00},{55857b6a-e5bc-6a43-3404-000000000b00},9692,NT AUTHORITY\SYSTEM,,fase3_normal,2026-06-30 17:54:20.171+02:00,2026-06-30 17:54:20.171+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,-0.18237019372955238,0.18237019372955238,background,,wevtutil.exe,C:\Windows\System32\wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-Sysmon/Operational",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-c237-6a44-3401-000000000c00},{55857b6a-c237-6a44-3401-000000000c00},11708,labwin\jjstestal,powershell.exe,fase4_suspicious_simulated,2026-07-01 09:31:03.136+02:00,2026-07-01 09:31:03.146+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74
121,-0.18237019372955238,0.18237019372955238,normal,,wevtutil.exe,C:\Windows\System32\wevtutil.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Microsoft-Windows-Sysmon/Operational",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e613-6a43-3904-000000000b00},{55857b6a-e613-6a43-3904-000000000b00},14280,labwin\jjstestal,powershell.exe,fase3_normal,2026-06-30 17:51:47.813+02:00,2026-06-30 17:51:47.827+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74
122,-0.18463797650134822,0.18463797650134822,background,S2,uieorchestrator.exe,C:\Windows\UUS\amd64\UIEOrchestrator.exe,/SendHeartbeat,C:\Windows\System32\UIEOrchestratorStub.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-4301-000000000c00},{55857b6a-c2c5-6a44-4301-000000000c00},6852,NT AUTHORITY\SYSTEM,uieorchestratorstub.exe,fase4_suspicious_simulated,2026-07-01 09:33:25.347+02:00,2026-07-01 09:33:25.962+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
123,-0.18489869542157156,0.18489869542157156,background,S2,wsqmcons.exe,C:\Windows\System32\wsqmcons.exe,"""C:\WINDOWS\System32\wsqmcons.exe""",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-3d01-000000000c00},{55857b6a-c2c5-6a44-3d01-000000000c00},6096,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:25.327+02:00,2026-07-01 09:33:25.334+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
124,-0.19611094161879372,0.19611094161879372,background,S2,tiworker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8648_none_a50ef8e3775e8e5e\TiWorker.exe,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8648_none_a50ef8e3775e8e5e\TiWorker.exe -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c8-6a44-5601-000000000c00},{55857b6a-c2c8-6a44-5601-000000000c00},856,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:28.623+02:00,2026-07-01 09:35:31.092+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
125,-0.19611094161879372,0.19611094161879372,background,,mpcmdrun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe"" SignaturesUpdateService -ScheduleJob -UnmanagedUpdate",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c354-6a44-6b01-000000000c00},{55857b6a-c354-6a44-6b01-000000000c00},12632,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:35:48.930+02:00,2026-07-01 09:36:05.077+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
126,-0.19611094161879372,0.19611094161879372,background,,tiworker.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8648_none_a50ef8e3775e8e5e\TiWorker.exe,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8648_none_a50ef8e3775e8e5e\TiWorker.exe -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47e-6a44-9d01-000000000c00},{55857b6a-c47e-6a44-9d01-000000000c00},12932,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:40:46.077+02:00,2026-07-01 09:42:47.699+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
